Chunk 	 RSQ
0	0.540350863857
1	0.489045642388
2	0.595199473867
3	0.540088802807

overall_gold_y	overall_pred_y	overall_adj
0.526418	[ 0.32652676]	high
0.0372714	[-0.62391031]	nice
0.193191	[ 0.03326344]	prominent
0.81831	[ 0.31875402]	huge
-1.30833	[-1.55502892]	tight
-1.19392	[-2.05323458]	little
-0.77319	[-0.1724425]	fundamental
-2.3979	[-2.29805136]	narrow
-0.133531	[-1.39956713]	tight
0.649662	[ 0.17295581]	outstanding
1.38629	[ 0.55451572]	rare
0.526093	[-0.4047105]	healthy
0.100083	[ 0.38148499]	great
-0.441833	[-2.68279505]	weak
0.227784	[-0.31276143]	liberal
-1.83828	[-0.7792294]	promising
-0.476924	[-0.96140921]	ordinary
0.405465	[ 0.37659097]	aggressive
-0.767255	[-1.29188156]	stable
-1.39872	[-1.82877374]	light
-3.49651	[-2.42316961]	disappointing
0.0870114	[ 0.15938962]	critical
-0.476924	[-0.93314981]	acceptable
0.693147	[-0.36097026]	sizable
0.432864	[ 0.25183868]	surprising
0.575364	[ 0.58935022]	remarkable
-2.30259	[-2.64132762]	poor
0.805625	[ 0.04503441]	severe
-0.965081	[ 0.31967801]	valuable
0.0594234	[-0.83249998]	reasonable
0.430783	[ 0.17023158]	impressive
-0.242313	[-1.55113006]	stable
0.479954	[-0.00206047]	wide
0.434573	[ 0.17094427]	severe
2.22045e-16	[ 0.40297866]	major
0.470004	[ 0.67451608]	intense
0.356675	[ 0.73562658]	great
-1.77978	[-1.57134652]	routine
-0.681171	[-1.14146399]	fair
-5.4161	[-2.37221026]	tiny
-0.338774	[-0.54331183]	obvious
-0.753772	[ 0.22267491]	prominent
-2.94444	[-2.20813894]	tiny
0.510826	[-0.12002808]	bullish
0.16508	[ 0.13726163]	substantial
2.22045e-16	[ 0.00322783]	fundamental
0.955511	[-0.09436798]	crucial
-0.730888	[-0.74791908]	acceptable
0.636239	[-0.130795]	grand
-0.391479	[-0.25015241]	bullish
-0.737599	[-0.44840765]	good
0.0896122	[-0.33774531]	hefty
-2.93119	[-2.32160425]	low
-1.04145	[-0.81132531]	traditional
0.105361	[ 0.61569154]	considerable
1.00222	[ 0.25896263]	extensive
-0.782759	[-0.99630642]	routine
-0.587787	[-1.17310917]	ordinary
0.149532	[-1.0361048]	familiar
0.194156	[ 0.17581671]	considerable
0.535386	[-0.21548903]	hefty
-1.34807	[-2.39734793]	minor
-1.66351	[-0.90451759]	sound
0.58935	[ 0.23490751]	considerable
-0.663795	[-1.50063121]	fair
0.489548	[ 0.42043757]	dramatic
0.754391	[-0.22912264]	large
0.350202	[ 0.44550335]	significant
0.652325	[-0.1504783]	vital
0.04652	[-0.17772508]	promising
0.0889475	[-0.27347338]	generous
-1.51635	[-2.07820845]	small
0.628782	[-0.09773386]	deep
-0.606136	[-1.7210896]	little
0.698452	[ 0.04261422]	significant
0.750306	[-0.26759985]	firm
0.32405	[-0.22787231]	valuable
-1.06876	[-1.71379077]	routine
0.635989	[ 0.30788016]	unexpected
0.277632	[-0.29006103]	healthy
-0.297252	[-0.90044045]	reasonable
-0.130053	[ 0.13599432]	generous
0.693147	[ 0.33389205]	rich
0.809219	[ 0.13879269]	serious
-0.788457	[-0.46608412]	wide
0.730188	[-0.17695516]	liberal
-0.154151	[-1.49962091]	fair
0.363965	[-0.40935874]	crucial
-0.559616	[-0.85680819]	conventional
0.429563	[-0.44593042]	obvious
-1.38629	[-2.77014852]	disappointing
0.955511	[ 0.42422116]	serious
-4.84812	[-2.71666718]	weak
0.911836	[ 0.32552207]	radical
-1.39711	[-2.04794097]	light
0.634651	[ 0.33687067]	extraordinary
0.027399	[-0.64612567]	legitimate
-0.0342891	[-0.01177526]	serious
-1.44692	[-1.69399309]	light
-0.832909	[-1.1088835]	routine
-0.366244	[-0.09750706]	extensive
-0.161268	[-1.14420438]	likely
0.182322	[ 0.19885868]	large
-0.179793	[-1.08440125]	typical
0.405465	[-0.41661781]	liberal
0.671168	[ 0.19693398]	sharp
0.638087	[ 0.06914765]	strong
0.0324353	[-1.16498113]	familiar
-0.693147	[-2.18412018]	thin
0.31178	[ 0.10528588]	solid
0.867501	[-0.5850355]	usual
-0.245122	[ 0.36919945]	intense
-0.269664	[-0.82509911]	normal
0.0874875	[-0.61993235]	healthy
0.66416	[ 0.10291731]	prominent
-2.11021	[-1.79792392]	little
-0.81093	[ 0.191118]	prominent
-2.30259	[-2.61461926]	inadequate
0.296266	[ 0.1285308]	sharp
1.12271	[ 0.52875054]	excessive
-0.916291	[-1.34219635]	regular
0.667829	[ 0.71558702]	major
-0.71784	[-2.56310725]	weak
-0.16508	[-1.14375591]	usual
0.480054	[ 0.14815629]	considerable
-0.889262	[-0.36035496]	obvious
-0.650588	[-0.42417839]	adequate
0.5193	[-0.13684863]	hefty
-0.167054	[-0.90028375]	moderate
1.25276	[ 0.18877262]	liberal
0.529037	[ 0.45087552]	huge
-0.672528	[-0.68624544]	moderate
0.235722	[-0.79179657]	favorable
-1.09861	[-1.90039802]	little
-0.693147	[-1.40239596]	likely
-3.46574	[-2.63863873]	low
-3.93183	[-2.01816845]	minor
0.305382	[-0.42144883]	healthy
0.481838	[ 0.45522732]	intense
-2.40919	[-0.66912484]	legitimate
-2.41259	[-2.83251691]	poor
0.374693	[ 0.41208214]	serious
0.154151	[ 0.44210744]	valuable
0.980829	[ 0.31870973]	extensive
0.610909	[ 0.12063658]	impressive
0.362906	[-0.39346635]	promising
-1.38629	[-1.25428951]	normal
0.711839	[-0.28259158]	firm
0.693147	[ 0.3999514]	significant
0.0500104	[ 0.05807191]	vital
0.661398	[ 0.55381721]	severe
-0.832909	[-2.39536071]	poor
-0.137201	[ 0.09966272]	firm
-1.62544	[-0.7988221]	fine
0.502092	[-0.01730651]	valuable
1.32176	[ 0.76518816]	radical
-0.0259755	[-0.72052908]	typical
0.548898	[ 0.40773362]	major
-3.19867	[-2.3432529]	narrow
-3.11352	[-2.16957521]	little
-2.10006	[-1.43842673]	tight
-2.17853	[-0.91840106]	routine
0.974998	[ 0.72958106]	extraordinary
-0.432864	[-0.13216802]	nice
0.619039	[ 0.59873921]	aggressive
-1.77978	[-1.42941332]	modest
0.207639	[ 0.09475559]	good
-0.606136	[-0.41833508]	conventional
0.748717	[ 0.06313503]	valuable
-0.279585	[ 0.43336052]	great
-1.22378	[-1.46194792]	light
-0.793231	[-0.00254434]	liberal
0.350202	[ 0.48927158]	sizable
0.644357	[ 0.45348042]	intense
-0.916291	[ 0.58513123]	significant
-0.154151	[ 0.60694367]	sizable
0.573602	[ 0.14738876]	rich
-0.662688	[ 0.36051768]	unexpected
-1.13635	[-0.6384815]	acceptable
-0.262364	[ 0.83335024]	significant
-0.168335	[ 0.11696607]	generous
1.24522	[ 0.50786787]	huge
0.230524	[ 0.09608084]	wide
-3.85015	[-2.52791643]	disappointing
-0.559616	[ 0.18084347]	solid
1.29614	[ 0.42829114]	rare
-0.325422	[-0.39968905]	adequate
-2.42775	[-2.20420718]	low
-1.18958	[-0.88266885]	traditional
-1.94591	[-1.52185822]	sensitive
0.217064	[ 0.11138576]	obvious
2.22045e-16	[-0.19321957]	appropriate
-0.680568	[-0.96455473]	typical
0.584934	[-0.02342778]	solid
0.926762	[ 0.63147694]	substantial
0.672313	[ 0.4226436]	extraordinary
0.628609	[ 0.77095526]	impressive
0.321584	[ 0.48860735]	major
-0.947381	[-0.7297653]	acceptable
0.213574	[ 0.51184338]	severe
0.423228	[ 0.07967091]	large
0.105361	[ 0.43689162]	considerable
0.0213098	[-0.73715496]	traditional
0.657429	[ 0.29639494]	large
-0.0487902	[-0.24331248]	fundamental
0.381711	[-0.22880062]	sound
0.510826	[ 0.42139453]	severe
-0.998529	[-1.24889684]	light
0.111226	[ 0.65224427]	high
-0.117783	[-0.30628559]	moderate
0.184074	[ 0.3946051]	intense
-1.4321	[-2.06538701]	little
-0.991192	[-2.75726676]	weak
-0.405465	[-0.91625822]	tight
0.176456	[-0.30392304]	unusual
-0.405465	[-0.37726915]	clear
-0.342945	[-0.74485683]	ordinary
-0.405465	[-0.31104064]	relative
1.04252	[ 0.54290992]	high
0.0531098	[ 0.36631924]	extensive
1.0033	[ 0.49734062]	rare
-0.321584	[ 0.08702075]	rich
-0.52501	[-0.99489272]	ordinary
0.421213	[ 0.54927224]	grand
-0.117783	[-0.29637158]	conventional
-0.0943107	[-0.46146497]	reasonable
0.477628	[ 0.24601668]	steep
0.405465	[-0.28670916]	usual
0.764606	[ 0.41598636]	sharp
0.438913	[ 0.2602337]	big
0.211309	[ 0.5603314]	sharp
0.693147	[ 0.42059237]	sharp
0.275412	[ 0.42834705]	extensive
0.451985	[ 0.78680629]	remarkable
-1.09861	[-0.69813961]	ordinary
-0.971861	[-0.62642497]	fair
0.076961	[ 0.53850573]	radical
0.120628	[ 0.0597679]	obvious
0.287682	[ 0.07244277]	good
-0.579818	[-1.97340322]	thin
-1.33281	[-0.66881007]	reasonable
-0.693147	[-0.69438082]	stable
0.326903	[ 0.22969323]	extensive
0.672094	[ 0.35400891]	great
-0.0870114	[-0.19324964]	legitimate
-1.13498	[-0.48215407]	positive
-2.37491	[-0.52194512]	usual
-6.10925	[-2.7480135]	poor
0.478036	[ 0.78972286]	remarkable
-4.19344	[-2.54270649]	disappointing
0.693147	[ 0.05622149]	favorable
0.650588	[ 0.49093145]	serious
-4.86753	[-2.00032854]	low
0.200671	[ 0.61515087]	sharp
-3.85015	[-2.48030567]	disappointing
-0.100083	[ 0.50466746]	sharp
0.0100503	[-0.95660251]	familiar
-1.09861	[-0.95697659]	conservative
2.22045e-16	[-0.34811631]	traditional
-0.955511	[-0.75839001]	fine
-0.93282	[-0.66846383]	stable
-0.524524	[-0.68476892]	reasonable
-1.335	[-2.0916543]	thin
0.637577	[-0.21513528]	valuable
0.216223	[-0.56619769]	comfortable
0.745333	[ 0.13566309]	nice
0.606579	[ 0.59886855]	high
-0.113944	[ 0.29957408]	sizable
-0.788457	[-1.78782344]	little
-1.52243	[ 0.65328902]	outstanding
-1.42311	[-0.90129101]	likely
0.961411	[ 0.69495004]	radical
0.665748	[ 0.53797215]	dramatic
-0.0444518	[-0.73586082]	ordinary
-0.428996	[-0.90151787]	familiar
-0.154151	[-0.57365596]	legitimate
0.730888	[ 0.1186235]	important
-0.988611	[-0.80272067]	ordinary
-0.262364	[ 0.27088934]	critical
-3.04452	[-1.38058245]	tight
0.60134	[ 0.28816074]	powerful
-0.993252	[-2.32363009]	thin
0.356675	[ 0.81400996]	unexpected
-0.251314	[ 0.40182418]	obvious
0.693147	[ 0.71751672]	outstanding
0.364278	[-0.08543777]	prominent
-3.19356	[-1.12046051]	tight
0.223144	[ 0.12534714]	large
0.374693	[ 0.86200374]	unexpected
-1.60944	[-0.07275909]	legitimate
-4.99383	[-2.56769061]	disappointing
0.606136	[ 0.41444701]	vital
0.223144	[ 0.42412168]	substantial
-0.510826	[-0.69079024]	fair
1.31219	[ 0.65793675]	severe
0.410915	[-0.02035242]	bullish
0.113329	[-0.3418563]	appropriate
-0.803495	[-0.54946637]	acceptable
-1.32176	[-0.60300899]	acceptable
-0.437214	[-0.20414764]	bullish
0.945643	[-0.04367161]	generous
-1.34373	[-0.38432607]	conventional
0.292823	[-0.97983819]	familiar
0.649184	[ 0.22155213]	severe
-0.916291	[-0.88148463]	conservative
0.202524	[ 0.00847477]	nice
-0.302281	[-1.71363759]	sensitive
-1.41982	[-0.74284679]	moderate
-0.510826	[-0.47150609]	likely
1.34373	[ 0.6801905]	severe
0.0540672	[-0.14909929]	unusual
1.04752	[ 0.41616195]	remarkable
-0.905117	[-1.97207022]	sensitive
0.271934	[ 0.47723645]	impressive
0.504747	[-0.23016596]	prominent
0.674099	[ 0.64916855]	remarkable
0.424883	[ 0.65244085]	hefty
-3.7013	[-2.11291957]	little
0.747214	[ 0.23436791]	broad
-0.067389	[ 0.13248676]	large
-1.94591	[-0.54754061]	positive
0.419258	[ 0.38397962]	extraordinary
0.0845574	[-0.19942686]	sound
-1.7346	[-0.60734749]	familiar
-0.47849	[ 0.05639964]	obvious
-1.03952	[-0.79391211]	familiar
0.113329	[-0.52677703]	comfortable
0.381935	[ 0.19079316]	extensive
-0.405465	[-0.46975017]	adequate
0.167054	[ 0.05371153]	healthy
0.318454	[-0.0415048]	valuable
-1.39586	[-1.01816952]	conservative
0.835463	[ 0.70494479]	strong
0.460216	[ 0.23043209]	aggressive
-0.215111	[ 0.14553541]	vital
-0.3996	[-0.75531596]	ordinary
0.470004	[-0.62619084]	typical
0.534082	[ 0.46366411]	impressive
0.450586	[ 0.58641404]	remarkable
0.650588	[ 0.52531928]	remarkable
-0.0889475	[-0.07377428]	obvious
-0.0576291	[ 0.18399429]	prominent
0.1957	[-0.05282092]	wide
0.213574	[-0.8780899]	bearish
-0.370374	[ 0.4502086]	considerable
-0.387766	[-0.28254339]	unusual
-1.66771	[-2.3023963]	slight
-0.353019	[-0.41567886]	moderate
1.29928	[ 0.44820493]	major
-0.581356	[ 0.05009454]	rare
-1.41099	[-0.85502243]	fair
-1.981	[-2.15941072]	little
-0.519875	[ 0.06959182]	firm
-1.60944	[-1.67910767]	sensitive
-0.191055	[ 0.03703594]	firm
0.0870114	[ 0.50642651]	powerful
0.553385	[ 0.20955104]	bullish
-0.358398	[ 0.49191719]	considerable
0.287682	[ 0.32673204]	bullish
0.210295	[ 0.23695666]	vital
0.600774	[ 0.44178444]	aggressive
0.576737	[ 0.33358467]	big
0.405465	[-0.65827531]	typical
-0.342945	[-0.61281729]	fine
-1.0116	[-0.57372087]	fine
0.223144	[ 0.78111392]	significant
-0.470004	[-0.37720299]	relative
-0.77319	[-0.73866314]	moderate
0.985817	[ 0.51494783]	steep
-0.798508	[-2.09081674]	low
0.552069	[ 0.24925947]	liberal
-1.65823	[-1.31758285]	light
1.03212	[ 0.64779359]	remarkable
-0.223144	[-0.14585489]	legitimate
-1.58045	[-0.65181351]	conventional
-0.854415	[-0.71400195]	positive
0.693147	[ 0.33533174]	prominent
0.472194	[ 0.00429446]	prominent
0.441833	[ 0.69723123]	remarkable
-1.42139	[-0.7338317]	normal
0.665748	[ 0.57598382]	steep
0.604855	[ 0.1292401]	rich
-0.510826	[-0.19969141]	appropriate
0.0982384	[-0.59050399]	regular
-2.14007	[-0.81196952]	traditional
-1.48367	[-0.95768273]	familiar
-2.77259	[-2.208143]	small
0.613104	[ 0.67693549]	dramatic
0.472747	[ 0.32946873]	striking
0.869038	[ 0.57806236]	outstanding
-0.223144	[-0.36130744]	usual
-4.2485	[-2.33799767]	poor
-1.38629	[-0.58365947]	fine
-0.362906	[-0.42251369]	acceptable
0.795801	[ 0.6604051]	high
0.456758	[-0.29379207]	adequate
-0.24686	[ 0.40636247]	hefty
0.50743	[-0.51766562]	adequate
-1.75786	[ 0.35073972]	vital
-0.405465	[-0.4777723]	fine
-1.46634	[-1.94245291]	minor
0.510826	[ 0.39686435]	unexpected
-0.510826	[-0.19007689]	moderate
-1.64223	[-0.51304126]	acceptable
0.388658	[ 0.22185856]	aggressive
0.211309	[ 0.47725672]	aggressive
0.0327898	[-0.08534467]	valuable
-1.12214	[-1.06527805]	ordinary
0.672094	[ 0.43012065]	dramatic
-2.53897	[-2.32020259]	thin
-0.97601	[-0.55386496]	adequate
-0.885038	[ 0.00270647]	bullish
-1.22645	[-0.82227021]	fair
0.748717	[ 0.68201274]	significant
0.0984401	[-0.11040699]	valuable
0.354373	[-0.35635006]	good
0.461818	[-0.27563983]	important
0.602175	[ 0.47436649]	large
-1.15924	[-1.18675232]	conservative
0.169076	[ 0.49164385]	intense
1.09861	[ 0.89228123]	unexpected
0.16508	[-0.67413795]	fine
0.693147	[ 0.49730653]	critical
0.269333	[ 0.3767488]	extensive
-0.693147	[-1.67578864]	little
-0.211309	[ 0.51644582]	serious
-0.536801	[ 0.38441044]	steep
-0.0317487	[ 0.03975356]	crucial
0.841993	[ 0.50921315]	huge
0.304489	[ 0.51122218]	big
0.322773	[ 0.26123762]	broad
0.635989	[ 0.73119694]	big
0.314493	[ 0.35111433]	substantial
-0.451985	[-0.49074277]	traditional
-0.15963	[ 0.0945285]	competitive
-0.521637	[-0.58832383]	regular
0.566853	[ 0.11875451]	vital
-2.77259	[-1.87084031]	minor
0.669337	[-0.2347672]	valuable
-0.342945	[ 0.65798718]	impressive
-0.146727	[-0.78469765]	conventional
0.458575	[ 0.68554205]	radical
-2.42037	[-2.12334585]	thin
-0.300105	[-0.72120821]	likely
-0.0645385	[ 0.25222009]	competitive
-2.65089	[-2.36890364]	thin
0.606136	[ 0.72894174]	steep
0.484392	[-0.06700414]	prominent
-0.44895	[-0.35237497]	sound
-0.990399	[-0.20814601]	solid
0.287682	[ 0.09644824]	important
0.159065	[-0.48926008]	traditional
0.380147	[ 0.36836088]	wide
-3.09104	[-2.11408377]	slight
0.67634	[ 0.65650827]	dramatic
0.223144	[ 0.64285809]	sizable
0.693147	[ 0.59545141]	powerful
-0.875469	[-0.44729191]	moderate
-2.65676	[-1.92348933]	minor
-1.92181	[-0.43761283]	unusual
0.0993725	[ 0.47202152]	impressive
0.1949	[ 0.49787027]	remarkable
-0.536801	[-1.32470465]	modest
0.287682	[ 0.19935083]	nice
-0.112478	[-0.31886512]	solid
-1.41099	[-0.74938238]	typical
-0.268264	[-0.04768682]	prominent
0.649662	[ 0.40542549]	extensive
-0.817445	[-0.66355413]	moderate
-0.847298	[-0.23664844]	reasonable
-0.759722	[-2.54238915]	weak
0.931899	[ 0.45108265]	considerable
0.653142	[ 0.48985595]	steep
-1.38629	[ 0.65409845]	huge
-0.057894	[-0.20674482]	promising
0.287682	[ 0.14014691]	good
-0.559616	[-0.75707388]	ordinary
0.332134	[ 0.11068165]	firm
-0.916291	[-1.68703318]	little
1.23601	[ 0.71825737]	huge
0.309661	[-1.09755087]	routine
-2.52573	[-1.98689675]	thin
-0.998529	[-0.6043452]	moderate
0.693147	[ 0.60278517]	remarkable
0.677643	[ 0.32544369]	critical
0.934309	[ 0.47414297]	intense
-6.06379	[ 0.12450612]	rare
-1.23837	[-0.80602992]	regular
0.074108	[ 0.28785461]	rich
-0.130053	[ 0.02764153]	broad
-2.35138	[-2.34322929]	low
0.693147	[ 0.31832224]	striking
-0.77319	[ 0.42995387]	vital
-2.28578	[-0.86422294]	bearish
-0.494018	[-0.52378559]	moderate
0.676618	[ 0.08496851]	liberal
0.627189	[ 0.63681763]	significant
-1.76766	[-2.07707763]	low
-1.52606	[-1.02315676]	tight
-3.58352	[-2.12765217]	small
1.07552	[ 0.0273993]	liberal
0.298153	[-0.43197304]	relative
-0.0565122	[-0.89199758]	fair
-2.69688	[-2.34659815]	low
-0.980829	[-0.20225093]	comfortable
0.693147	[ 0.55534905]	major
0.606136	[ 0.53117043]	major
-0.62253	[-0.96033871]	bearish
-2.44235	[-2.45825362]	inadequate
-1.3633	[-0.80454248]	relative
-2.30259	[-0.28610408]	appropriate
0.554561	[ 0.2319501]	critical
0.619039	[ 0.49301618]	radical
0.241162	[-0.42613721]	stable
0.613104	[ 0.41641611]	surprising
0.650887	[ 0.18259197]	wide
-1.8718	[-2.38479829]	small
0.521999	[ 0.43238562]	remarkable
0.534082	[ 0.77465767]	intense
0.609266	[ 0.47733492]	huge
0.233615	[-0.18316364]	legitimate
0.074108	[-0.19632208]	clear
0.416894	[ 0.38404828]	unexpected
-0.232622	[-0.14689559]	sound
-1.09861	[ 0.16641206]	nice
0.074108	[ 0.52675718]	sizable
0.0111733	[ 0.29618192]	grand
0.646627	[ 0.63808459]	significant
-3.89182	[-1.42499375]	conservative
0.693147	[ 0.6277017]	sharp
0.484055	[-0.15171617]	clear
-1.54972	[-0.53524792]	reasonable
-2.53897	[-0.65576339]	fine
0.0281709	[-0.21919128]	favorable
-1.38629	[-0.36154857]	relative
-0.204794	[ 0.35609251]	sizable
0.213574	[ 0.69867498]	grand
0.635989	[ 0.05500048]	clear
-1.59686	[-0.68133593]	usual
0.556125	[ 0.15075874]	powerful
-1.981	[-1.94769526]	sensitive
-0.278203	[-0.72187281]	fair
-2.35138	[-0.71010089]	usual
0.448025	[ 0.83763236]	dramatic
0.56122	[-0.32652849]	promising
-0.040822	[ 0.05627733]	solid
0.047628	[ 0.49985403]	huge
-0.273696	[-0.07199305]	prominent
-1.45343	[-2.4136219]	small
-0.312091	[-0.43210742]	adequate
0.412245	[-0.16137516]	crucial
-0.298045	[ 0.33867973]	significant
-1.46152	[-0.55239189]	adequate
-3.51155	[-1.26148653]	tight
0.211309	[ 0.58430701]	serious
0.99164	[ 0.7493065]	outstanding
2.22045e-16	[ 0.16753405]	firm
-1.47591	[-0.37707305]	acceptable
-0.154151	[-0.75654554]	routine
0.194156	[-0.109366]	valuable
-0.297252	[-1.00238585]	ordinary
0.430783	[ 0.28448325]	broad
0.216223	[-0.56914389]	comfortable
-0.0859424	[-0.6595372]	acceptable
-0.678332	[-0.05320698]	firm
0.0377403	[-0.43128276]	positive
0.454255	[ 0.51101822]	severe
0.567984	[-0.69048911]	ordinary
-0.348307	[-0.40863922]	reasonable
0.916291	[ 0.49016124]	aggressive
-2.54553	[-2.22820663]	small
0.367725	[ 0.7222386]	significant
0.0253178	[ 0.30114418]	generous
0.842183	[ 0.56741124]	unexpected
-0.62253	[-2.06517506]	low
-0.0953102	[-0.30825466]	conventional
-3.91202	[-2.36419177]	weak
0.481838	[ 0.36053431]	radical
0.898999	[ 0.77786928]	huge
0.277632	[ 0.43786687]	sharp
-0.67634	[-0.86528361]	bearish
0.0487902	[-0.0536136]	favorable
0.651036	[ 0.38401824]	intense
0.575364	[ 0.62776357]	sizable
-2.15176	[-2.69632792]	inadequate
0.635989	[ 0.87434846]	extraordinary
-0.139762	[ 0.32770205]	big
-1.68176	[-2.43371296]	weak
0.463131	[ 0.06259125]	competitive
-3.23057	[-2.69597554]	weak
0.725937	[ 0.31445545]	radical
0.0784716	[ 0.56176358]	impressive
-0.880359	[-0.54014325]	comfortable
0.332134	[-0.34104711]	valuable
0.22931	[-0.24521118]	prominent
0.459532	[ 0.4016605]	vital
-1.38629	[-2.31742525]	weak
0.126752	[ 0.31271142]	sharp
-0.63908	[-2.05503011]	low
0.426084	[-0.74217325]	traditional
-0.845673	[-0.31631309]	sound
-0.271934	[ 0.19013762]	aggressive
-1.69168	[-0.97342277]	typical
1.06635	[ 0.57088548]	major
0.641187	[ 0.21329254]	extensive
0.630233	[ 0.40575689]	substantial
0.502457	[ 0.35983187]	hefty
0.934309	[ 0.68619293]	excessive
0.660357	[ 0.41222805]	serious
0.0870114	[ 0.62583035]	critical
0.308301	[ 0.01324767]	liberal
-1.25276	[-0.58117533]	familiar
-1.77777	[-2.36830926]	small
0.169899	[ 0.65129977]	grand
0.438255	[ 0.65162808]	strong
-0.253449	[-0.13262719]	healthy
1.07956	[ 0.58016843]	unexpected
-0.559616	[-0.3642877]	legitimate
0.485508	[ 0.12656885]	crucial
-1.25276	[-0.8851608]	bearish
-2.69124	[-1.23422575]	conservative
0.510826	[ 0.54342955]	rich
0.074108	[ 0.65783411]	significant
0.0148151	[ 0.4031536]	strong
-2.63906	[-2.47550654]	slight
-1.28785	[-2.38741374]	tiny
0.28164	[ 0.45965046]	great
-0.223144	[ 0.47500318]	substantial
0.0109291	[ 0.17096347]	critical
-3.59731	[-2.64662957]	disappointing
-3.78419	[-2.69566131]	weak
0.287682	[-0.81903309]	fine
0.875469	[ 0.46748525]	extraordinary
0.133531	[ 0.32542235]	strong
-0.0540672	[-0.49619108]	relative
0.0512933	[-0.38825423]	conventional
0.318454	[ 0.54753941]	deep
-2.05839	[-1.16816974]	tight
-1.54756	[ 0.35121781]	rare
-1.04732	[-1.51863313]	light
-2.47444	[-0.70060515]	fundamental
0.263389	[ 0.03407729]	liberal
1.04537	[-0.46328431]	unusual
-0.196115	[ 0.0931949]	broad
0.645138	[ 0.43063766]	grand
0.693147	[ 0.51187712]	great
0.253781	[-0.71839011]	fine
0.297834	[ 0.59164244]	significant
-0.37949	[-0.2578702]	legitimate
-1.11514	[-0.52224213]	adequate
-0.664976	[ 0.17853051]	crucial
0.254892	[-0.016258]	good
0.405465	[-0.72987074]	fine
-0.162519	[ 0.00138372]	important
-0.37949	[-0.19979545]	valuable
0.612567	[ 0.7587468]	considerable
-1.54756	[-1.06139696]	typical
0.628061	[ 0.07394731]	surprising
0.405465	[ 0.74241096]	strong
-3.04452	[-2.36161661]	poor
0.0240976	[-0.64140862]	moderate
-2.75154	[-0.73909533]	appropriate
-0.937125	[-0.81185341]	usual
0.632523	[ 0.50171059]	unexpected
-1.22867	[-0.93050826]	fine
0.192372	[ 0.4256162]	large
0.554997	[ 0.05285954]	solid
-1.37372	[-2.38437605]	small
1.23214	[ 0.44828326]	broad
0.510826	[ 0.52217668]	aggressive
0.585517	[ 0.23328012]	grand
-0.952009	[-1.52210951]	light
-0.346276	[-0.21940625]	important
0.336472	[ 0.14331645]	sizable
0.972986	[ 0.20727915]	strong
-1.09861	[ 0.08601868]	important
0.241162	[ 0.22053653]	firm
-1.4018	[-1.27311409]	tight
0.693147	[ 0.28475004]	impressive
0.470004	[ 0.35505301]	competitive
0.592504	[ 0.18785733]	severe
-0.0800427	[-0.40933883]	traditional
0.580669	[ 0.36712384]	large
-0.864997	[-0.38158083]	acceptable
-0.0350913	[ 0.07021719]	important
-2.79321	[-2.75389838]	weak
0.693147	[ 0.20073354]	favorable
-4.09434	[-2.61720943]	tiny
-0.81093	[-0.88336062]	routine
0.583146	[ 0.08660758]	aggressive
0.0863069	[-0.18956766]	healthy
0.628609	[ 0.78979725]	deep
-0.182322	[-1.58852124]	sensitive
0.60859	[-0.04147768]	good
-0.139762	[-0.29610169]	moderate
0.550046	[ 0.85351688]	considerable
-0.693147	[-0.28881931]	conventional
-0.896088	[-0.5752455]	stable
0.0666914	[ 0.63780624]	extraordinary
-0.546544	[-0.71973073]	relative
-0.120364	[-0.73106211]	moderate
-1.71605	[-2.73818302]	poor
0.448025	[-0.16335237]	bullish
-1.44692	[-0.90884972]	fair
-0.916291	[-2.00746131]	thin
0.113329	[-0.32480836]	legitimate
-2.78809	[-1.65472293]	sensitive
-0.550046	[-0.51603448]	familiar
-0.854415	[-0.66674477]	positive
-3.35864	[-0.06146204]	bullish
-0.405465	[-0.22762969]	good
-0.200671	[ 0.12048274]	healthy
-1.70475	[-2.15592432]	little
-1.04982	[-1.91099501]	sensitive
-1.60944	[-1.88933754]	thin
-0.422857	[-0.14717233]	promising
-0.351976	[-0.36964136]	promising
0.669617	[ 0.17684036]	aggressive
0.223144	[-0.05676609]	valuable
0.172613	[ 0.52132219]	excessive
0.247562	[ 0.43128413]	considerable
-0.0342891	[-0.25909865]	healthy
-1.32176	[-0.67159402]	ordinary
-1.60944	[-1.13761759]	tight
0.639344	[ 0.5939855]	impressive
-1.21109	[-0.85814399]	relative
-2.37491	[-2.18715596]	small
0.182322	[ 0.87417394]	great
-0.274437	[ 0.36362737]	wide
-1.53148	[ 0.6287629]	high
-0.782759	[-0.26312175]	good
-1.91365	[-0.89431667]	typical
-0.597837	[-0.76459169]	relative
0.451985	[ 0.8638497]	intense
0.41871	[ 0.42047828]	substantial
0.796688	[ 0.58368951]	outstanding
0.613104	[ 0.72838837]	deep
1.16315	[ 0.58100063]	extensive
-1.28093	[-1.8278842]	minor
-0.0560895	[ 0.0796749]	crucial
0.356675	[ 0.74011427]	big
0.189242	[-0.02205771]	nice
0.14197	[ 0.19260126]	surprising
0.178248	[-0.61931491]	fair
1.02962	[ 0.31478006]	bullish
-3.53935	[-2.56386304]	tiny
-1.28344	[-0.83979905]	relative
-0.405465	[-0.68496221]	routine
-3.3322	[-1.19624913]	conservative
-0.0155042	[-0.21505997]	clear
