-DOCSTART- -X- -X- O
sgaradh sgaradh Case=Gen|Gender=Masc|Number=Sing NOUN
eadar eadar _ ADP
e e Gender=Masc|Number=Sing|Person=3 PRON
fhéin fhéin Reflex=Yes PRON
is is _ CCONJ
na an Gender=Masc|Number=Plur DET
fir fear Case=Nom|Gender=Masc|Number=Plur NOUN
, , _ PUNCT
oir oir _ CCONJ
nuair nuair _ SCONJ
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
Labhruinn Labhruinn Case=Nom|Gender=Masc PROPN
ri ri _ ADP
cuibhle cuibhl Case=Dat|Gender=Fem|Number=Sing NOUN
a’ an Case=Gen|Gender=Masc|Number=Sing DET
chrèadhadair crèadhadair Case=Gen|Gender=Masc|Number=Sing NOUN
bha bi Tense=Past VERB
té té Case=Nom|Gender=Fem|Number=Sing NOUN
de de _ ADP
na an Gender=Fem|Number=Plur DET
brògan bròg Case=Dat|Gender=Fem|Number=Plur NOUN
aige aig Gender=Masc|Number=Sing|Person=3 ADP
air air _ PART
a a Gender=Fem|Number=Sing|Person=3 DET
cosg cosg VerbForm=Inf NOUN
tarsainn tarsainn _ ADP
a’ an Case=Gen|Gender=Masc|Number=Sing DET
bhuinn buinn Case=Gen|Gender=Masc|Number=Sing NOUN
gus gus _ SCONJ
am am Mood=Int|PartType=Vb|PronType=Int PART
b' is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
air air _ ADP
ghainne gainn Case=Dat|Gender=Fem|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
an an Gender=Masc|Number=Sing DET
t-uachdar uachdar Case=Nom|Gender=Masc|Number=Sing NOUN
air air _ PART
a a Gender=Masc|Number=Sing|Person=3 DET
chumail cùm VerbForm=Inf NOUN
ri ri _ ADP
chéile chéile Reflex=Yes PRON
. . _ PUNCT

Aig aig _ ADP
an an Gender=Masc|Number=Sing DET
àm àm Case=Dat|Gender=Masc|Number=Sing NOUN
sin sin _ DET
bha bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
a' ag _ PART
cosg cosg VerbForm=Vnoun NOUN
aparan aparan Case=Nom|Gender=Masc|Number=Sing NOUN
fada fada Case=Nom|Gender=Masc|Number=Sing ADJ
drògaid drògaid Case=Gen|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
a' ag _ PART
ruigheachd ruig VerbForm=Vnoun NOUN
ionn ionn _ ADV
's 's _ CCONJ
bho bho _ ADP
smigead smigead Case=Dat|Gender=Masc|Number=Plur NOUN
gu gu _ ADP
aobrannan aobra Case=Dat|Gender=Masc|Number=Plur NOUN
. . _ PUNCT

Bha bi Tense=Past VERB
beul beul Case=Nom|Gender=Masc|Number=Sing NOUN
na an Case=Gen|Gender=Fem|Number=Sing DET
h-oidhche oidhch Case=Gen|Gender=Fem|Number=Sing NOUN
ann ann Gender=Masc|Number=Sing|Person=3 ADP
nuair nuair _ SCONJ
a a PartType=Vb|PronType=Rel PART
ràinig ruig Tense=Past VERB
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
mullach mullach Case=Nom|Gender=Masc|Number=Sing NOUN
Bealach Bealach _ PROPN
a' a' _ PROPN
Mhàim Màim _ PROPN
. . _ PUNCT

Thug toir Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
aon aon _ NUM
sealladh sealladh Case=Nom|Gender=Masc|Number=Sing NOUN
thar thar _ ADP
a’ an Gender=Fem|Number=Sing DET
ghualainn gualainn Case=Dat|Gender=Fem|Number=Sing NOUN
dheis deis Case=Dat|Gender=Fem|Number=Sing ADJ
mun mun _ SCONJ
do do Tense=Past PART
dhùin dùin Tense=Past VERB
slios slios Case=Nom|Gender=Masc|Number=Sing NOUN
fada fada Case=Nom|Gender=Masc|Number=Sing ADJ
Bruach Bruach _ PROPN
na na _ PROPN
Frìthe Frìthe _ PROPN
Coire Coire _ PROPN
na na _ PROPN
Creiche Creiche _ PROPN
air air _ ADP
a a Gender=Masc|Number=Sing|Person=3 DET
chùlaibh cùlaibh _ ADP
. . _ PUNCT

Anns anns _ ADP
an an Gender=Masc|Number=Sing DET
t-sealladh sealladh Case=Dat|Gender=Masc|Number=Sing NOUN
sin sin _ DET
, , _ PUNCT
mhothaich mothaich Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
ceann ceann Case=Nom|Gender=Masc|Number=Sing NOUN
mór mór Case=Nom|Gender=Masc|Number=Sing ADJ
Sgùrr Sgùrr _ PROPN
a' a' _ PROPN
Ghreadaidh Greadaidh _ PROPN
mar mar _ SCONJ
gum gum _ PART
b' is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
'ga 'ga _ PART
leanail lean VerbForm=Vnoun NOUN
. . _ PUNCT

Bha bi Tense=Past VERB
gnè gnè Case=Nom|Gender=Fem|Number=Sing NOUN
de de _ ADP
ghaol gaol Case=Dat|Gender=Masc|Number=Sing NOUN
àraidh àraidh Case=Dat|Gender=Masc|Number=Sing ADJ
aig aig _ ADP
Dòmhnall Dòmhnall Case=Dat|Gender=Masc PROPN
air air _ ADP
Sgùrr Sgùrr _ PROPN
a' a' _ PROPN
Ghreadaidh Greadaidh _ PROPN
, , _ PUNCT
riamh riamh _ ADV
o bho _ ADP
'n an Gender=Fem|Number=Sing DET
cheud cheud _ NUM
uair uair Case=Dat|Gender=Fem|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
chunnaic faic Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
e e Gender=Masc|Number=Sing|Person=3 PRON
dubh-ghorm dubh-ghorm _ ADJ
ann ann _ ADP
an an _ ADP
ròs ròs Case=Dat|Gender=Masc|Number=Sing NOUN
an an Case=Gen|Gender=Masc|Number=Sing DET
fheasgair feasgair Case=Gen|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
ri ri _ ADP
a a Gender=Masc|Number=Sing|Person=3 DET
cheud cheud _ NUM
chuimhne cuimhn Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
air air _ PART
dha do Gender=Masc|Number=Sing|Person=3 ADP
dìreadh dìrich _ NOUN
gu gu _ ADP
mullach mullach Case=Dat|Gender=Masc|Number=Sing NOUN
bearraidh bearraidh Case=Gen|Gender=Masc|Number=Sing NOUN
Achadh Achadh _ PROPN
na na _ PROPN
h-Annaid Annaid _ PROPN
. . _ PUNCT

Ach ach _ CCONJ
bho bho _ ADV
thoiseach thoiseach _ ADV
bha bi Tense=Past VERB
an an Gender=Masc|Number=Sing DET
gaol gaol Case=Nom|Gender=Masc|Number=Sing NOUN
anns anns _ ADP
an an Gender=Fem|Number=Sing DET
fhuath fuath Case=Dat|Gender=Fem|Number=Sing NOUN
agus agus _ CCONJ
cha cha PartType=Cmpl|Polarity=Neg PART
b' is _ AUX
fhada fhada _ ADV
gus gus _ SCONJ
an an Mood=Int|PartType=Vb|PronType=Int PART
robh bi Tense=Past VERB
dà dà _ NUM
shealladh sealladh Case=Nom|Gender=Masc|Number=Sing NOUN
aig aig _ ADP
a a Gender=Masc|Number=Sing|Person=3 DET
mhac-meanmna mac-meanmna Case=Dat|Gender=Masc|Number=Sing NOUN
air air _ ADP
a' an Gender=Masc|Number=Sing DET
Chuilthionn Cuilthionn _ PROPN
: : _ PUNCT
an an Gender=Masc|Number=Sing DET
sealladh sealladh Case=Nom|Gender=Masc|Number=Sing NOUN
faisg faisg Case=Nom|Gender=Masc|Number=Sing ADJ
, , _ PUNCT
far far _ SCONJ
am am Mood=Int|PartType=Vb|PronType=Int PART
b' is _ AUX
àille àlainn Degree=Cmp,Sup ADJ
Sgùrr Sgùrr _ PROPN
nan nan _ PROPN
Gillean Gillean _ PROPN
; ; _ PUNCT
agus agus _ CCONJ
sealladh sealladh Case=Nom|Gender=Masc|Number=Sing NOUN
fad fad _ ADV
as as _ ADV
: : _ PUNCT
Sgùrr Sgùrr _ PROPN
a' a' _ PROPN
Ghreadaidh Greadaidh _ PROPN
, , _ PUNCT
geàrrte geàrrte _ ADJ
gorm gorm _ ADJ
anns anns _ ADP
an an Gender=Fem|Number=Sing DET
àird àird Case=Dat|Gender=Fem|Number=Sing NOUN
an an _ ADJ
iaras iaras _ ADJ
. . _ PUNCT

Dh’fhàs fàs Tense=Past VERB
Sgùrr Sgùrr _ PROPN
a' a' _ PROPN
Ghreadaidh Greadaidh _ PROPN
gu gu _ PART
bhith bi VerbForm=Vnoun NOUN
'na an _ ADP
ìomhaigh ìomhaigh Case=Dat|Gender=Fem|Number=Sing NOUN
air air _ ADP
a' an Gender=Masc|Number=Sing DET
Chuilthionn Cuilthionn _ PROPN
gu gu PartType=Ad PART
léir léir _ ADV
: : _ PUNCT
bha bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
mar mar _ SCONJ
gum gum _ PART
b' is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
'na an _ ADP
rìgh rìgh Case=Dat|Gender=Masc|Number=Sing NOUN
air air _ ADP
na an Gender=Masc|Number=Plur DET
h-ioghnaidhean ioghnadh Case=Dat|Gender=Masc|Number=Plur NOUN
dìomhair dìomhar Case=Dat|Gender=Masc|Number=Plur ADJ
ùdlaidh ùdlaidh Case=Dat|Gender=Masc|Number=Plur ADJ
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
ag ag _ PART
cuartachadh cuartaich VerbForm=Vnoun NOUN
Coire Coire _ PROPN
na na _ PROPN
Creiche Creiche _ PROPN
agus agus _ CCONJ
Coir' Coir' _ PROPN
an an _ PROPN
Uaigneis Uaigneis _ PROPN
. . _ PUNCT

Ghabh gabh Tense=Past VERB
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
roimhe ro Gender=Masc|Number=Sing|Person=3 ADP
gus gus _ SCONJ
an an Mood=Int|PartType=Vb|PronType=Int PART
d’ d' Tense=Past PART
ràinig ruig Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
an an Gender=Masc|Number=Sing DET
t-àite àite Case=Nom|Gender=Masc|Number=Sing NOUN
far far _ SCONJ
a a Mood=Int|PartType=Vb|PronType=Int PART
bheil bi Tense=Pres VERB
an an Gender=Masc|Number=Sing DET
ceum ceum Case=Nom|Gender=Masc|Number=Sing NOUN
a' ag _ PART
ruigheachd ruig VerbForm=Vnoun NOUN
an an Case=Gen|Gender=Masc|Number=Sing DET
Uillt Uillt _ PROPN
Dheirg Deirg _ PROPN
- - _ PUNCT
'se is _ AUX
bu is _ AUX
chòir chòir _ NOUN
dha do Gender=Masc|Number=Sing|Person=3 ADP
ràdh abair _ NOUN
, , _ PUNCT
far far _ SCONJ
a a Mood=Int|PartType=Vb|PronType=Int PART
bheil bi Tense=Pres VERB
Allt Allt _ PROPN
an an _ PROPN
Fhionna-choire Fionna-choire _ PROPN
ag ag _ PART
gabhail gabh VerbForm=Vnoun NOUN
nan an Case=Gen|Gender=Masc|Number=Plur DET
allt allt Case=Gen|Gender=Masc|Number=Plur NOUN
beaga beaga Case=Gen|Gender=Masc|Number=Plur ADJ
, , _ PUNCT
's 's _ CCONJ
a' ag _ PART
tionndadh tionndaidh VerbForm=Vnoun NOUN
an an _ ADV
ear ear _ ADV
's 's _ CCONJ
an an _ ADV
earras earras _ ADV
sìos sìos _ ADV
gu gu _ ADP
Loch Loch _ PROPN
Shligeachain Sligeachain _ PROPN
. . _ PUNCT

Nuair nuair _ SCONJ
a a PartType=Vb|PronType=Rel PART
chuir cuir Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
seachad seachad _ ADV
am an Gender=Masc|Number=Sing DET
Meall Meall _ PROPN
Odhar Odhar _ PROPN
dh’éirich éirich Tense=Past VERB
na an Gender=Fem|Number=Plur DET
cóig cóig _ NUM
binneanan binnean Case=Nom|Gender=Fem|Number=Plur NOUN
caola caola Case=Nom|Gender=Fem|Number=Plur ADJ
do-labhairt do-labhairt Case=Nom|Gender=Fem|Number=Plur ADJ
- - _ PUNCT
Sgùrr Sgùrr _ PROPN
nan nan _ PROPN
Gillean Gillean _ PROPN
. . _ PUNCT

Bha bi Tense=Past VERB
Sgùrr Sgùrr _ PROPN
a' a' _ PROPN
Ghreadaidh Greadaidh _ PROPN
air air _ PART
a a PartType=Inf PART
dhol rach VerbForm=Inf NOUN
fo fo _ ADP
fhàire fàir Case=Dat|Gender=Fem|Number=Sing NOUN
air air _ ADP
a a Gender=Masc|Number=Sing|Person=3 DET
chùl cùl Case=Dat|Gender=Masc|Number=Sing NOUN
- - _ PUNCT
ach ach _ CCONJ
, , _ PUNCT
a a _ ADP
dh’aindeoin aindeoin _ ADP
, , _ PUNCT
bha bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
ann ann Gender=Masc|Number=Sing|Person=3 ADP
, , _ PUNCT
far far _ SCONJ
an an Mood=Int|PartType=Vb|PronType=Int PART
robh bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
riamh riamh _ ADV
. . _ PUNCT

Sgùrr Sgùrr _ PROPN
nan nan _ PROPN
Gillean Gillean _ PROPN
agus agus _ CCONJ
Sgùrr Sgùrr _ PROPN
a' a' _ PROPN
Ghreadaidh Greadaidh _ PROPN
! ! _ PUNCT

Bha bi Tense=Past VERB
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
air air _ ADP
tobhtaichean tobhtaiche Case=Dat|Gender=Masc|Number=Plur NOUN
móra móra Case=Dat|Gender=Masc|Number=Plur ADJ
na an Case=Gen|Gender=Fem|Number=Sing DET
h-òige òig Case=Gen|Gender=Fem|Number=Sing NOUN
. . _ PUNCT

Bha bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
ochd ochd _ NUM
bliadhna bliadhna Case=Nom|Gender=Fem|Number=Sing NOUN
deug deug _ NUM
. . _ PUNCT

Bha bi Tense=Past VERB
Glàmaig Glàmaig _ PROPN
m'a m'a _ ADP
choinneamh coinneamh Case=Dat|Gender=Fem|Number=Sing NOUN
- - _ PUNCT
mór mór _ ADJ
maol maol _ ADJ
an an _ ADP
ciaradh ciaradh Case=Dat|Gender=Masc|Number=Sing NOUN
na an Case=Gen|Gender=Fem|Number=Sing DET
h-oidhche oidhch Case=Gen|Gender=Fem|Number=Sing NOUN
. . _ PUNCT

Thàinig thig Tense=Past VERB
òran òran Case=Nom|Gender=Masc|Number=Sing NOUN
fhir-cinnidh fir-cinnidh Case=Gen|Gender=Masc|Number=Sing NOUN
a a _ ADP
dh’ionnsaigh ionnsaigh Case=Dat|Gender=Fem|Number=Sing NOUN
a a Gender=Masc|Number=Sing|Person=3 DET
bheòil beòil Case=Gen|Gender=Masc|Number=Sing NOUN
: : _ PUNCT
Tigh tigh Case=Nom|Gender=Masc|Number=Sing NOUN
na an Case=Gen|Gender=Fem|Number=Sing DET
galla galla Case=Gen|Gender=Fem|Number=Sing NOUN
do do _ ADP
na an Gender=Masc|Number=Plur DET
h-uaislean uaisl Case=Dat|Gender=Masc|Number=Plur NOUN
, , _ PUNCT
's 's _ CCONJ
do do _ ADP
litrichean litriche Case=Dat|Gender=Fem|Number=Plur NOUN
Dhùn Dùn _ PROPN
Èideann Èideann _ PROPN
, , _ PUNCT
's 's _ CCONJ
do do _ ADP
'n an Gender=Masc|Number=Sing DET
lagh lagh Case=Dat|Gender=Masc|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
dh’fhàs fàs Tense=Past VERB
cho cho _ ADV
làidir làidir _ ADJ
! ! _ PUNCT

Bha bi Tense=Past VERB
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
cinnteach cinnteach _ ADJ
gum gum _ PART
b' is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
sin sin _ PRON
a a PartType=Vb|PronType=Rel PART
bh' bi Tense=Past VERB
ann ann Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT

Bha bi Tense=Past VERB
fhios fios Case=Nom|Gender=Masc|Number=Sing NOUN
aige aig Gender=Masc|Number=Sing|Person=3 ADP
nach nach PartType=Cmpl|Polarity=Neg PART
tugadh tug Mood=Cnd VERB
Tarmod Tarmod Case=Nom|Gender=Masc PROPN
MacNeacail MacNeacail _ PROPN
hó-ró hó-ró Case=Nom|Gender=Masc|Number=Sing NOUN
orra air Number=Plur|Person=3 ADP
uile uile _ ADV
, , _ PUNCT
a a _ ADP
dh’aindeoin aindeoin _ ADP
's 's _ CCONJ
na na PartType=Vb|PronType=Rel PART
thuirt abair Tense=Past VERB
an an Gender=Masc|Number=Sing DET
t-òran òran Case=Nom|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

Carson carson Mood=Int PRON
a a PartType=Vb|PronType=Rel PART
bheireadh beir Mood=Cnd VERB
esan e Gender=Masc|Number=Sing|Person=3|PronType=Emp PRON
, , _ PUNCT
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
MacNeacail MacNeacail _ PROPN
, , _ PUNCT
an an Gender=Masc|Number=Sing DET
còrr còrr Case=Nom|Gender=Masc|Number=Sing NOUN
orra air Number=Plur|Person=3 ADP
? ? _ PUNCT

Bha bi Tense=Past VERB
fhios fios Case=Nom|Gender=Masc|Number=Sing NOUN
aig aig _ ADP
an an Gender=Masc|Number=Sing DET
t-saoghal saoghal Case=Dat|Gender=Masc|Number=Sing NOUN
ciamar ciamar Mood=Int ADV
a a PartType=Vb|PronType=Rel PART
chaidh rach Tense=Past VERB
leotha-san le Number=Plur|Person=3|PronType=Emp ADP
a a PartType=Vb|PronType=Rel PART
rinn dèan Tense=Past VERB
an an Gender=Fem|Number=Sing DET
t-sabaid sabaid Case=Nom|Gender=Fem|Number=Sing NOUN
mu mu _ ADJ
dheireadh deireadh _ ADJ
ri ri _ ADP
' ' _ PUNCT
fir fear Case=Dat|Gender=Masc|Number=Plur NOUN
mhóra móra Case=Dat|Gender=Masc|Number=Plur ADJ
a’ an Case=Gen|Gender=Masc|Number=Sing DET
Bhràighe Bràighe _ PROPN
' ' _ PUNCT
. . _ PUNCT

Bha bi Tense=Past VERB
Beinn Beinn _ PROPN
Lì Lì _ PROPN
an an _ ADV
siod siod _ ADV
mu mu _ ADP
choinneamh coinneamh Case=Dat|Gender=Fem|Number=Sing NOUN
Glàmaig Glàmaig _ PROPN
. . _ PUNCT

Bha bi Tense=Past VERB
cas cas Case=Nom|Gender=Fem|Number=Sing NOUN
Dhòmhnaill Dòmhnaill Case=Gen|Gender=Masc PROPN
aotrom aotrom _ ADJ
sìos sìos _ ADV
an an Gender=Masc|Number=Sing DET
ceum ceum Case=Nom|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
's 's _ CCONJ
an an Gender=Masc|Number=Sing DET
t-Allt Allt _ PROPN
Dearg Dearg _ PROPN
a' ag _ PART
plumanaich pluman VerbForm=Vnoun NOUN
's 's _ CCONJ
a' ag _ PART
slugadh slug VerbForm=Vnoun NOUN
's 's _ CCONJ
a' ag _ PART
deocadh deoc VerbForm=Vnoun NOUN
fichead fichead _ NUM
troigh troigh Case=Nom|Gender=Fem|Number=Sing NOUN
no no _ CCONJ
dà dà _ NUM
fhichead fhichead _ NUM
troigh troigh Case=Nom|Gender=Fem|Number=Sing NOUN
fodha fo Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT

' ' _ PUNCT
“ “ _ PUNCT
Fir fear Case=Nom|Gender=Masc|Number=Plur NOUN
mhóra móra Case=Nom|Gender=Masc|Number=Plur ADJ
a’ an Case=Gen|Gender=Masc|Number=Sing DET
bhràighe bràighe Case=Gen|Gender=Masc|Number=Sing NOUN
" " _ PUNCT
- - _ PUNCT
chan chan PartType=Cmpl|Polarity=Neg PART
eil bi Tense=Pres VERB
móran móran Case=Nom|Gender=Masc|Number=Sing NOUN
dhiubh de Number=Plur|Person=3 ADP
ann ann Gender=Masc|Number=Sing|Person=3 ADP
an an _ ADV
diugh diugh _ ADV
; ; _ PUNCT
tha bi Tense=Pres VERB
fhios fios Case=Nom|Gender=Masc|Number=Sing NOUN
agadsa agadsa Number=Sing|Person=2|PronType=Emp ADP
air air _ ADP
sin sin _ PRON
glé glé _ ADV
mhath mhath _ ADV
nan nan _ PART
leigeadh leig Mood=Cnd VERB
t' t' Number=Sing|Person=2 DET
uabhar uabhar Case=Nom|Gender=Masc|Number=Sing NOUN
baoth baoth Case=Nom|Gender=Masc|Number=Sing ADJ
òg òg Case=Nom|Gender=Masc|Number=Sing ADJ
cothrom cothrom Case=Nom|Gender=Masc|Number=Sing NOUN
sam sam _ ADJ
bith bith _ ADJ
le le _ ADP
t' t' Number=Sing|Person=2 DET
eanchainn eanchainn Case=Dat|Gender=Fem|Number=Sing NOUN
... ... _ PUNCT
' ' _ PUNCT

Stad stad Tense=Past VERB
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
gu gu PartType=Ad PART
grad grad _ ADV
. . _ PUNCT

Bha bi Tense=Past VERB
an an Gender=Masc|Number=Sing DET
coigreach coigreach Case=Nom|Gender=Masc|Number=Sing NOUN
a' ag _ PART
gabhail gabh VerbForm=Vnoun NOUN
sìos sìos _ ADV
rathad rathad Case=Nom|Gender=Masc|Number=Sing NOUN
Shligeachain Sligeachain _ PROPN
- - _ PUNCT
mar mar _ SCONJ
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
fhéin fhéin Reflex=Yes PRON
, , _ PUNCT
ach ach _ CCONJ
cha cha PartType=Cmpl|Polarity=Neg PART
robh bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
idir idir _ ADV
a' ag _ PART
tionndadh tionndaidh VerbForm=Vnoun NOUN
. . _ PUNCT

Ghabh gabh Tense=Past VERB
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
seòrsa seòrsa Case=Nom|Gender=Masc|Number=Sing NOUN
de de _ ADP
ioghnadh ioghnadh Case=Dat|Gender=Masc|Number=Sing NOUN
's 's _ CCONJ
chaidh rach Tense=Past VERB
gaoir gaoir Case=Nom|Gender=Fem|Number=Sing NOUN
neònach neònach Case=Nom|Gender=Fem|Number=Sing ADJ
troimhe troimhe Gender=Masc|Number=Sing|Person=3 ADP
nuair nuair _ SCONJ
a a PartType=Vb|PronType=Rel PART
thuig tuig Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
gun gun _ PART
robh bi Tense=Past VERB
am an Gender=Masc|Number=Sing DET
fear fear Case=Nom|Gender=Masc|Number=Sing NOUN
eile eile Case=Nom|Gender=Masc|Number=Sing ADJ
a' ag _ PART
bruidhinn bruidhinn VerbForm=Vnoun NOUN
ged ged _ SCONJ
nach nach PartType=Vb|Polarity=Neg|PronType=Rel PART
robh bi Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
a' ag _ PART
tionndadh tionndaidh VerbForm=Vnoun NOUN
fiù fiù _ ADV
's 's _ CCONJ
a a Gender=Masc|Number=Sing|Person=3 DET
chinn ceann Case=Gen|Gender=Masc|Number=Sing NOUN
. . _ PUNCT

' ' _ PUNCT
Tha bi Tense=Pres VERB
thusa thu Number=Sing|Person=2|PronType=Emp PRON
coltach coltach _ ADJ
ri ri _ ADP
do do Number=Sing|Person=2 DET
sheòrsa seòrsa Case=Dat|Gender=Masc|Number=Sing NOUN
, , _ PUNCT
agus agus _ CCONJ
's is _ AUX
ann ann Gender=Masc|Number=Sing|Person=3 ADP
mar mar _ ADP
sin sin _ PRON
a a PartType=Vb|PronType=Rel PART
bhitheas bhith Tense=Fut VERB
tu thu Number=Sing|Person=2 PRON
. . _ PUNCT

Cha cha PartType=Cmpl|Polarity=Neg PART
ghabh gabh Tense=Fut VERB
thu thu Number=Sing|Person=2 PRON
comhairle comhairle Case=Nom|Gender=Fem|Number=Sing NOUN
sam sam _ ADJ
bith bith _ ADJ
gus gus _ SCONJ
an an Mood=Int|PartType=Vb|PronType=Int PART
toir toir Tense=Fut VERB
an an Gender=Masc|Number=Sing DET
saoghal saoghal Case=Nom|Gender=Masc|Number=Sing NOUN
ceann ceann Case=Nom|Gender=Masc|Number=Sing NOUN
cruaidh cruaidh Case=Nom|Gender=Masc|Number=Sing ADJ
a’ an Case=Gen|Gender=Masc|Number=Sing DET
bhata bata Case=Gen|Gender=Masc|Number=Sing NOUN
dhut do Number=Sing|Person=2 ADP
mu mu _ ADP
'n an Gender=Fem|Number=Sing DET
t-sròin sròin Case=Dat|Gender=Fem|Number=Sing NOUN
, , _ PUNCT
ach ach _ CCONJ
tuigidh tuig Tense=Fut VERB
tu thu Number=Sing|Person=2 PRON
, , _ PUNCT
tuigidh tuig Tense=Fut VERB
tu thu Number=Sing|Person=2 PRON
. . _ PUNCT
' ' _ PUNCT

'S is _ AUX
e e Gender=Masc|Number=Sing|Person=3 PRON
gnothach gnothach Case=Nom|Gender=Masc|Number=Sing NOUN
iongantach iongantach Case=Nom|Gender=Masc|Number=Sing ADJ
a a PartType=Vb|PronType=Rel PART
bh' bi Tense=Past VERB
ann ann Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT

Cha cha PartType=Cmpl|Polarity=Neg PART
robh bi Tense=Past VERB
fhios fios Case=Nom|Gender=Masc|Number=Sing NOUN
aige aig Gender=Masc|Number=Sing|Person=3 ADP
có có Mood=Int PRON
bh' bi Tense=Past VERB
ann ann Gender=Masc|Number=Sing|Person=3 ADP
. . _ PUNCT

Bha bi Tense=Past VERB
an an Gender=Masc|Number=Sing DET
guth guth Case=Nom|Gender=Masc|Number=Sing NOUN
Sgitheanach sgitheanach _ ADJ
gu gu PartType=Ad PART
leòr leòr _ ADV
- - _ PUNCT
bha bi Tense=Past VERB
iomadh iomadh _ ADJ
guth guth Case=Nom|Gender=Masc|Number=Sing NOUN
de de _ ADP
a a Gender=Masc|Number=Sing|Person=3 DET
sheòrsa seòrsa Case=Dat|Gender=Masc|Number=Sing NOUN
sa' sa' _ ADP
Bhràighe Bràighe _ PROPN
, , _ PUNCT
ann ann _ ADP
an an _ ADP
Sgonnsair Sgonnsair _ PROPN
, , _ PUNCT
ann ann _ ADP
am an _ ADP
Peighinn-nam-Fìdhleir Peighinn-nam-Fìdhleir _ PROPN
, , _ PUNCT
sa' sa' _ ADP
Ghleann Gleann _ PROPN
Mhór Mór _ PROPN
, , _ PUNCT
mu mu _ ADP
Phort-righ Port-righ _ PROPN
, , _ PUNCT
no no _ CCONJ
mu mu _ ADP
Shnigheasort Snigheasort _ PROPN
. . _ PUNCT

Ach ach _ CCONJ
có có Mood=Int PRON
bh' bi Tense=Past VERB
ann ann Gender=Masc|Number=Sing|Person=3 ADP
? ? _ PUNCT

Smaoinich smaoinich Tense=Past VERB
Dòmhnall Dòmhnall Case=Nom|Gender=Masc PROPN
air air _ ADP
an an Gender=Fem|Number=Sing DET
fheadhainn feadhainn Case=Dat|Gender=Fem|Number=Sing NOUN
a a PartType=Vb|PronType=Rel PART
bha bi Tense=Past VERB
aig aig _ ADP
an an Gender=Masc|Number=Sing DET
tigh tigh Case=Dat|Gender=Masc|Number=Sing NOUN
á á _ ADP
Glaschu Glaschu _ PROPN
no no _ CCONJ
Grianaig Grianaig _ PROPN
no no _ CCONJ
á á _ ADP
àite àite Case=Dat|Gender=Masc|Number=Sing NOUN
sam sam _ ADJ
bith bith _ ADJ
eile eile Case=Dat|Gender=Masc|Number=Sing ADJ
. . _ PUNCT

' ' _ PUNCT
Tha bi Tense=Pres VERB
fhios fios Case=Nom|Gender=Masc|Number=Sing NOUN
gun gun _ PART
cuala cluinn Tense=Past VERB
e e Gender=Masc|Number=Sing|Person=3 PRON
mi mi Number=Sing|Person=1 PRON
